epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
55,18297.1,1.18332,1.42546,0.01282,0.86149,0.73851,0.82677,0.59595,1.12516,0.87265,0.02466,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
56,18631.7,1.20199,1.42589,0.01335,0.75879,0.77165,0.8172,0.56969,1.13914,0.95212,0.02492,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
57,18964.4,1.19741,1.4396,0.01319,0.87048,0.7013,0.82098,0.58459,1.13221,0.87681,0.02443,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
58,19296.7,1.18648,1.41534,0.01305,0.80077,0.73736,0.79986,0.55734,1.12979,0.97632,0.02418,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714
59,19630.8,1.20613,1.43448,0.01313,0.82434,0.7659,0.84733,0.59509,1.10431,0.85781,0.02292,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516
60,19961.8,1.20226,1.41034,0.01325,0.81041,0.71727,0.82179,0.58779,1.11516,0.90491,0.0239,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318
61,20294.9,1.18175,1.39741,0.01298,0.76645,0.77615,0.83095,0.57786,1.14166,0.89522,0.02525,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
62,20624.2,1.19726,1.38072,0.01304,0.81592,0.78214,0.82973,0.59495,1.10149,0.86757,0.02352,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922
63,20957.3,1.16,1.39401,0.01263,0.81286,0.76906,0.83876,0.60521,1.10665,0.85357,0.02336,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724
64,21290.3,1.17445,1.34145,0.01267,0.83159,0.75717,0.84939,0.61277,1.06925,0.85949,0.02275,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526
65,21622.7,1.17307,1.34607,0.01289,0.81619,0.75809,0.84015,0.59643,1.09013,0.87638,0.02314,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328
66,21954.5,1.18203,1.36193,0.0127,0.79467,0.80705,0.85791,0.60666,1.12326,0.83641,0.02396,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
67,22285,1.17682,1.35073,0.01271,0.89246,0.73,0.84665,0.61035,1.05357,0.88965,0.02257,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932
68,22617.8,1.15289,1.32438,0.01249,0.80311,0.75493,0.82795,0.59506,1.09924,0.932,0.02416,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734
69,22953.9,1.16103,1.31188,0.01252,0.79064,0.79686,0.83328,0.59052,1.10236,0.91257,0.02387,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536
70,23290.8,1.15619,1.33203,0.01248,0.81804,0.77325,0.83137,0.59675,1.1102,0.9126,0.02395,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338
71,23623.1,1.14559,1.31634,0.01269,0.81186,0.80734,0.83612,0.5904,1.12592,0.87436,0.02464,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
72,23958.2,1.13981,1.33293,0.01226,0.81123,0.76656,0.8172,0.59301,1.07974,0.92411,0.02322,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942
73,24290.3,1.14643,1.28297,0.01243,0.79411,0.75995,0.82635,0.5956,1.09183,0.88185,0.02356,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744
74,24624,1.14281,1.31206,0.01231,0.77345,0.72898,0.80609,0.59114,1.08503,1.00292,0.02346,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546
75,24959,1.13573,1.30321,0.01248,0.87969,0.72933,0.84467,0.61128,1.05501,0.8269,0.02253,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348
76,25291.8,1.13769,1.26639,0.01213,0.85069,0.77103,0.85267,0.61848,1.07749,0.8222,0.02298,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
77,25626.1,1.13973,1.28911,0.01207,0.78056,0.81066,0.84911,0.61697,1.07134,0.83571,0.02299,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952
78,25962.3,1.11352,1.27266,0.01196,0.83729,0.75649,0.8445,0.62177,1.03436,0.88005,0.02232,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754
79,26296.9,1.13522,1.25431,0.01216,0.85936,0.74568,0.86763,0.63055,1.0657,0.74091,0.02225,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556
80,26630.6,1.12682,1.26367,0.0123,0.82753,0.77412,0.84259,0.61196,1.08444,0.87455,0.02349,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358
81,26964.6,1.11265,1.22349,0.01199,0.84867,0.77873,0.852,0.62557,0.98758,0.82677,0.0208,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
82,27298.4,1.11655,1.23208,0.01193,0.90994,0.75666,0.86552,0.63382,1.03738,0.75523,0.02167,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962
83,27631.1,1.0945,1.21625,0.01161,0.81669,0.78219,0.86638,0.64553,0.99154,0.7558,0.02103,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764
84,27966.4,1.11218,1.23669,0.01194,0.80405,0.80003,0.83112,0.6011,1.07025,0.84281,0.02349,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566
85,28297.6,1.10388,1.21469,0.01172,0.8499,0.7913,0.84696,0.61013,1.05574,0.85213,0.02281,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368
86,28631.6,1.09989,1.21547,0.01182,0.77305,0.77398,0.823,0.60363,1.02333,0.8703,0.02193,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
87,28965.3,1.10956,1.21351,0.01197,0.79118,0.74407,0.81876,0.60656,1.00039,0.87323,0.0212,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
