epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,59131.1,0.80112,0.80036,0.0081,0.87979,0.82597,0.8967,0.71243,0.84182,0.61808,0.0164,0.00021471,0.00021471,0.00021471
178,59461.4,0.78519,0.77007,0.00778,0.90338,0.81058,0.8972,0.70975,0.84818,0.63934,0.01672,0.000206458,0.000206458,0.000206458
179,59793.2,0.79189,0.77558,0.00789,0.88067,0.82443,0.89169,0.70615,0.8504,0.64484,0.01695,0.000198206,0.000198206,0.000198206
180,60127.1,0.77616,0.76672,0.00771,0.89046,0.82124,0.8914,0.70722,0.84379,0.63557,0.01658,0.000189955,0.000189955,0.000189955
181,60459.6,0.76945,0.74321,0.00774,0.87225,0.82999,0.88635,0.70694,0.84833,0.61915,0.01676,0.000181703,0.000181703,0.000181703
182,60793.4,0.77856,0.75822,0.00786,0.888,0.79794,0.88388,0.70735,0.8511,0.61647,0.017,0.000173451,0.000173451,0.000173451
183,61129.8,0.77985,0.75843,0.00793,0.86005,0.82696,0.88949,0.70782,0.85294,0.62727,0.01692,0.0001652,0.0001652,0.0001652
184,61460.5,0.77824,0.75696,0.00771,0.91162,0.78978,0.89294,0.70624,0.858,0.61947,0.01718,0.000156948,0.000156948,0.000156948
185,61790.1,0.77176,0.73974,0.00751,0.88254,0.83182,0.89394,0.7141,0.85598,0.61216,0.01712,0.000148696,0.000148696,0.000148696
186,62119.6,0.78189,0.72369,0.00769,0.86693,0.84208,0.8919,0.71038,0.84943,0.61429,0.01685,0.000140445,0.000140445,0.000140445
187,62448.8,0.76825,0.73712,0.00754,0.87073,0.8169,0.88925,0.71041,0.84593,0.62483,0.01667,0.000132193,0.000132193,0.000132193
188,62779.5,0.79215,0.75824,0.0078,0.88569,0.81657,0.88569,0.70522,0.85213,0.63121,0.01681,0.000123941,0.000123941,0.000123941
189,63101.6,0.77357,0.75567,0.00777,0.85596,0.84196,0.88916,0.71087,0.84523,0.61666,0.01662,0.00011569,0.00011569,0.00011569
190,63426.6,0.78092,0.76622,0.00759,0.86338,0.83527,0.89536,0.71244,0.84227,0.62502,0.01651,0.000107438,0.000107438,0.000107438
191,63746.6,0.69187,0.5041,0.00867,0.87786,0.82595,0.89156,0.70915,0.8488,0.63917,0.01658,9.91865e-05,9.91865e-05,9.91865e-05
192,64066.7,0.66703,0.47975,0.00828,0.87482,0.82696,0.8962,0.71507,0.84246,0.63456,0.01644,9.09349e-05,9.09349e-05,9.09349e-05
193,64392.8,0.64231,0.44397,0.00793,0.87487,0.83512,0.89492,0.71421,0.846,0.63018,0.01659,8.26832e-05,8.26832e-05,8.26832e-05
194,64720.1,0.64623,0.44906,0.00777,0.88266,0.83342,0.89451,0.71327,0.84243,0.63429,0.01648,7.44316e-05,7.44316e-05,7.44316e-05
195,65051.6,0.63682,0.44148,0.00774,0.88174,0.83595,0.89296,0.71078,0.84314,0.62809,0.01646,6.61799e-05,6.61799e-05,6.61799e-05
196,65374.7,0.63273,0.44062,0.00755,0.89304,0.84141,0.8966,0.71378,0.83334,0.62286,0.01615,5.79283e-05,5.79283e-05,5.79283e-05
197,65704.5,0.63845,0.4438,0.00778,0.87257,0.84428,0.8934,0.71215,0.83807,0.61339,0.01627,4.96766e-05,4.96766e-05,4.96766e-05
198,66032.8,0.63953,0.43165,0.00781,0.88473,0.84406,0.89592,0.71298,0.83141,0.61825,0.01599,4.1425e-05,4.1425e-05,4.1425e-05
199,66359,0.6267,0.42498,0.00754,0.86913,0.847,0.89658,0.71467,0.82794,0.62415,0.01592,3.31733e-05,3.31733e-05,3.31733e-05
200,66685.6,0.64302,0.4421,0.00775,0.87465,0.84982,0.89531,0.71469,0.82535,0.62711,0.01581,2.49217e-05,2.49217e-05,2.49217e-05
